age,type_bac,parcours,moyenne_bac,moyenne_s1,moyenne_s2,moyenne_generale_s1_s2,nb_modules_echoues,heures_travail_semaine,discipline_note_sur_5,satisfaction_parcours_note_sur_5,travail_parallele,reussite_generale,resultat_final
29,Informatique,Cycle Ingénieur,17.17,9.0,9.0,9.0,3,7.9,1,3,Non,0,0
26,Mathématiques,Licence,11.55,11.02,9.56,10.29,0,0.0,2,2,Oui,1,0
30,Informatique,Cycle Ingénieur,13.05,13.06,15.29,14.175,0,6.2,5,3,Non,1,1
20,Informatique,Cycle Ingénieur,16.53,13.17,13.56,13.365,1,10.2,4,4,Non,1,1
24,Mathématiques,Licence,12.63,12.01,9.77,10.89,0,14.5,3,4,Non,1,0
28,Mathématiques,Licence,12.65,12.4,11.08,11.74,1,8.7,2,3,Oui,1,0
19,Mathématiques,Master,14.59,15.64,15.15,15.395,1,3.8,5,4,Non,1,1
23,Technique,Licence,15.52,13.58,14.38,13.98,2,6.2,5,4,Non,1,1
29,Sciences,Master,16.95,14.54,11.08,12.809999999999999,1,7.1,2,3,Non,1,0
29,Mathématiques,Licence,15.72,14.05,14.44,14.245000000000001,1,0.5,5,3,Non,1,1
24,Sciences,Licence,12.22,11.98,12.03,12.004999999999999,2,10.1,3,3,Non,1,1
29,Mathématiques,Licence,13.0,15.29,13.87,14.579999999999998,0,10.6,5,4,Non,1,1
21,Informatique,Cycle Ingénieur,11.9,11.22,12.62,11.92,0,3.4,4,1,Oui,1,1
29,Mathématiques,Master,12.52,12.56,10.77,11.665,1,1.9,3,3,Non,1,0
20,Sciences,Master,17.05,16.0,14.6,15.3,0,7.9,3,5,Oui,1,1
22,Informatique,Cycle Ingénieur,13.73,11.88,8.19,10.035,1,5.9,2,4,Non,1,0
20,Mathématiques,Master,12.51,13.85,13.43,13.64,2,4.6,4,4,Non,1,1
21,Sciences,Master,12.59,11.11,10.53,10.82,1,2.8,4,4,Non,1,1
25,Sciences,Master,12.18,9.0,9.0,9.0,3,9.4,4,3,Non,0,0
29,Informatique,Master,17.1,14.51,13.79,14.149999999999999,0,0.8,4,3,Oui,1,1
19,Informatique,Cycle Ingénieur,13.68,14.25,14.93,14.59,1,14.5,5,3,Non,1,1
24,Informatique,Cycle Ingénieur,13.16,12.74,12.26,12.5,2,8.3,3,3,Oui,1,1
19,Mathématiques,Licence,17.14,16.0,16.0,16.0,0,14.2,4,3,Oui,1,1
23,Mathématiques,Licence,11.51,10.41,11.14,10.775,2,13.6,3,4,Oui,1,0
22,Technique,Licence,12.78,12.4,12.64,12.52,0,13.3,4,2,Non,1,1
26,Sciences,Licence,11.79,13.06,13.66,13.36,0,12.8,3,3,Non,1,1
27,Informatique,Cycle Ingénieur,15.6,14.3,15.33,14.815000000000001,0,14.2,4,4,Oui,1,1
23,Informatique,Master,11.83,9.0,9.0,9.0,3,11.4,3,2,Non,0,0
27,Informatique,Master,13.05,9.97,10.46,10.215,1,10.0,2,3,Oui,1,0
22,Informatique,Licence,16.81,16.0,16.0,16.0,1,9.2,5,3,Non,1,1
19,Informatique,Master,14.8,16.0,16.0,16.0,2,5.1,5,4,Non,1,1
25,Technique,Cycle Ingénieur,16.04,9.0,9.0,9.0,3,7.1,2,2,Oui,0,0
28,Sciences,Licence,13.09,9.0,9.0,9.0,3,5.7,4,3,Non,0,0
19,Informatique,Licence,15.7,15.34,13.79,14.565,2,16.3,4,3,Non,1,1
24,Sciences,Master,17.61,16.0,15.29,15.645,0,15.3,4,4,Non,1,1
21,Informatique,Licence,12.24,13.04,13.3,13.17,0,5.5,4,2,Oui,1,1
25,Informatique,Master,15.22,9.0,9.0,9.0,3,6.2,2,3,Non,0,0
30,Technique,Cycle Ingénieur,16.21,9.0,9.0,9.0,3,2.8,3,3,Non,0,0
20,Mathématiques,Cycle Ingénieur,13.61,16.0,15.57,15.785,0,6.5,4,4,Oui,1,1
26,Sciences,Licence,13.28,12.61,12.17,12.39,1,1.2,3,2,Oui,1,1
24,Informatique,Licence,15.82,14.68,12.54,13.61,0,9.5,3,3,Non,1,1
23,Technique,Licence,17.23,16.0,16.0,16.0,2,10.6,5,3,Oui,1,1
25,Informatique,Licence,16.08,16.0,15.27,15.635,0,14.0,4,4,Oui,1,1
23,Informatique,Licence,15.85,14.81,16.0,15.405000000000001,2,15.0,5,5,Oui,1,1
28,Informatique,Licence,17.54,16.0,13.22,14.61,0,10.4,5,5,Oui,1,1
21,Informatique,Licence,11.66,12.3,13.54,12.92,0,13.2,3,4,Non,1,1
19,Mathématiques,Cycle Ingénieur,15.75,12.99,15.55,14.27,0,7.7,5,5,Oui,1,1
26,Informatique,Licence,11.34,10.92,10.21,10.565000000000001,2,13.0,3,3,Non,1,0
30,Sciences,Licence,12.96,11.96,11.02,11.49,0,9.0,2,3,Non,1,0
21,Mathématiques,Licence,14.88,14.98,15.35,15.165,0,10.0,4,4,Oui,1,1
26,Informatique,Licence,12.26,12.87,12.7,12.785,0,11.2,4,4,Non,1,1
28,Informatique,Licence,12.46,11.08,11.43,11.254999999999999,1,10.8,3,3,Non,1,1
27,Mathématiques,Licence,14.11,9.0,9.0,9.0,3,6.6,5,4,Non,0,0
24,Mathématiques,Cycle Ingénieur,17.73,16.0,16.0,16.0,0,11.6,4,4,Non,1,1
24,Informatique,Licence,13.65,13.7,14.15,13.925,1,7.9,3,4,Oui,1,1
23,Mathématiques,Licence,13.34,12.88,12.91,12.895,1,7.5,4,3,Non,1,1
21,Mathématiques,Licence,16.97,16.0,16.0,16.0,1,11.0,5,4,Non,1,1
27,Mathématiques,Master,11.01,9.35,8.04,8.695,0,4.2,2,3,Non,0,0
20,Mathématiques,Master,12.8,11.45,9.23,10.34,1,6.1,3,4,Oui,1,0
20,Technique,Licence,13.67,15.54,14.62,15.079999999999998,1,13.2,3,2,Non,1,1
24,Sciences,Master,14.7,9.0,9.0,9.0,3,10.0,2,4,Non,0,0
27,Mathématiques,Licence,14.98,13.39,13.24,13.315000000000001,1,11.3,5,4,Non,1,1
25,Informatique,Licence,17.39,16.0,16.0,16.0,0,7.6,5,5,Oui,1,1
23,Informatique,Cycle Ingénieur,13.95,11.3,10.59,10.945,0,2.4,4,2,Non,1,1
25,Informatique,Licence,15.2,12.64,13.73,13.185,0,13.1,5,4,Oui,1,1
20,Sciences,Licence,14.05,12.74,10.73,11.735,1,6.8,3,5,Non,1,1
24,Informatique,Cycle Ingénieur,16.12,16.0,16.0,16.0,1,10.4,5,4,Non,1,1
29,Informatique,Master,16.61,9.0,9.0,9.0,3,7.2,4,4,Non,0,0
28,Sciences,Cycle Ingénieur,13.27,12.28,13.33,12.805,1,12.7,4,3,Non,1,1
27,Informatique,Licence,16.68,16.0,16.0,16.0,1,14.9,5,4,Oui,1,1
29,Informatique,Master,15.51,9.0,9.0,9.0,4,3.7,2,3,Non,0,0
19,Mathématiques,Licence,12.82,11.41,12.16,11.785,2,11.1,5,3,Non,1,1
25,Technique,Master,11.79,10.03,12.97,11.5,0,12.8,4,4,Non,1,1
20,Informatique,Licence,17.65,16.0,15.04,15.52,0,10.8,5,5,Non,1,1
29,Technique,Licence,11.27,11.51,10.97,11.24,0,11.5,5,3,Non,1,1
23,Informatique,Master,11.18,9.0,9.0,9.0,3,6.7,2,2,Non,0,0
27,Mathématiques,Licence,16.12,12.97,11.59,12.280000000000001,0,11.4,2,4,Oui,1,0
22,Mathématiques,Licence,14.38,15.26,14.54,14.899999999999999,0,6.7,5,4,Non,1,1
29,Technique,Cycle Ingénieur,13.2,13.09,12.57,12.83,0,6.9,4,3,Non,1,1
22,Sciences,Master,16.15,9.0,9.0,9.0,4,6.7,2,3,Oui,0,0
20,Technique,Cycle Ingénieur,16.88,15.42,16.0,15.71,0,7.9,5,4,Oui,1,1
20,Sciences,Cycle Ingénieur,16.62,16.0,14.56,15.280000000000001,0,7.1,3,2,Oui,1,1
21,Informatique,Cycle Ingénieur,13.84,16.0,15.22,15.61,1,13.1,4,4,Non,1,1
20,Informatique,Master,13.65,9.0,9.0,9.0,3,4.6,3,3,Non,0,0
25,Mathématiques,Cycle Ingénieur,17.86,16.0,15.35,15.675,0,17.9,4,3,Non,1,1
30,Informatique,Licence,15.57,14.11,15.96,15.035,0,5.5,5,2,Oui,1,1
23,Sciences,Licence,17.76,15.34,15.32,15.33,0,9.3,5,3,Non,1,1
20,Sciences,Master,11.91,10.89,11.15,11.02,0,10.3,2,3,Non,1,0
28,Mathématiques,Master,14.4,16.0,14.77,15.385,0,8.7,5,3,Non,1,1
21,Mathématiques,Master,17.65,9.0,9.0,9.0,4,11.1,2,5,Non,0,0
29,Informatique,Master,16.65,9.0,9.0,9.0,4,13.0,1,2,Oui,0,0
28,Mathématiques,Master,16.39,9.0,9.0,9.0,4,3.6,4,4,Oui,0,0
30,Informatique,Master,16.79,9.0,9.0,9.0,4,9.2,2,3,Oui,0,0
29,Informatique,Licence,17.54,16.0,16.0,16.0,2,12.4,5,5,Oui,1,1
23,Informatique,Cycle Ingénieur,13.17,11.12,13.42,12.27,1,13.4,4,4,Oui,1,1
21,Technique,Licence,11.25,13.43,14.09,13.76,0,14.1,4,2,Non,1,1
20,Technique,Licence,16.77,15.25,14.42,14.835,2,12.2,3,2,Oui,1,1
29,Mathématiques,Cycle Ingénieur,17.74,16.0,14.48,15.24,1,4.3,3,3,Non,1,1
21,Mathématiques,Cycle Ingénieur,17.91,16.0,16.0,16.0,0,15.9,5,3,Oui,1,1
27,Informatique,Licence,13.02,13.7,12.35,13.024999999999999,0,7.4,3,3,Non,1,1
28,Sciences,Licence,11.14,11.74,12.36,12.05,0,6.1,3,2,Non,1,1
26,Informatique,Cycle Ingénieur,15.74,16.0,13.48,14.74,0,8.2,3,3,Non,1,1
23,Informatique,Licence,16.4,16.0,16.0,16.0,1,10.6,5,4,Oui,1,1
25,Sciences,Master,16.33,15.89,15.42,15.655000000000001,1,22.2,5,3,Oui,1,1
28,Mathématiques,Licence,17.5,15.45,14.76,15.105,0,12.0,3,3,Non,1,1
27,Informatique,Licence,13.52,13.38,11.89,12.635000000000002,1,8.0,2,3,Non,1,1
23,Informatique,Master,15.92,16.0,16.0,16.0,0,15.9,5,5,Oui,1,1
26,Technique,Licence,16.11,16.0,15.28,15.64,1,9.5,5,5,Non,1,1
30,Sciences,Cycle Ingénieur,17.85,16.0,16.0,16.0,0,10.0,5,4,Oui,1,1
23,Mathématiques,Cycle Ingénieur,11.6,11.95,10.91,11.43,0,3.6,4,5,Oui,1,1
24,Informatique,Licence,16.71,9.0,9.0,9.0,3,7.4,2,3,Non,0,0
26,Technique,Master,13.96,12.94,12.83,12.885,0,13.0,2,3,Oui,1,1
28,Informatique,Master,15.71,16.0,15.81,15.905000000000001,1,14.6,5,4,Oui,1,1
23,Mathématiques,Licence,16.4,16.0,16.0,16.0,1,8.3,5,3,Oui,1,1
30,Sciences,Master,15.1,15.64,16.0,15.82,1,13.6,5,4,Non,1,1
27,Informatique,Licence,16.23,15.71,16.0,15.855,0,7.1,5,3,Non,1,1
21,Informatique,Master,15.71,9.0,9.0,9.0,3,14.6,2,3,Oui,0,0
28,Technique,Licence,16.5,16.0,15.91,15.955,1,16.9,5,4,Non,1,1
29,Mathématiques,Master,11.19,9.0,9.0,9.0,3,7.2,4,3,Non,0,0
24,Mathématiques,Master,13.44,12.83,14.3,13.565000000000001,1,16.0,5,4,Non,1,1
19,Technique,Master,15.33,14.95,11.9,13.425,2,4.0,2,4,Non,1,1
28,Informatique,Licence,12.94,10.57,10.57,10.57,0,11.7,2,5,Oui,1,0
30,Mathématiques,Master,13.33,13.86,12.65,13.254999999999999,1,10.1,4,4,Oui,1,1
29,Technique,Licence,15.04,12.53,11.25,11.89,2,2.9,2,3,Non,1,0
25,Mathématiques,Licence,16.83,16.0,15.63,15.815000000000001,0,15.3,5,4,Oui,1,1
22,Informatique,Master,17.86,16.0,12.93,14.465,0,15.5,4,4,Non,1,1
30,Sciences,Licence,12.6,9.0,9.0,9.0,4,6.1,2,3,Oui,0,0
24,Mathématiques,Master,15.11,14.01,13.95,13.98,1,3.7,4,4,Non,1,1
27,Mathématiques,Licence,12.82,9.0,8.3,8.65,4,9.4,1,2,Non,0,0
20,Sciences,Cycle Ingénieur,15.71,15.73,14.7,15.215,1,5.3,5,4,Non,1,1
25,Mathématiques,Licence,15.8,15.75,16.0,15.875,1,17.4,5,3,Oui,1,1
21,Mathématiques,Licence,11.11,9.53,8.14,8.835,1,7.5,2,3,Non,0,0
19,Informatique,Cycle Ingénieur,16.47,16.0,15.49,15.745000000000001,1,6.4,4,3,Oui,1,1
22,Informatique,Licence,16.04,15.14,15.4,15.27,1,8.1,4,3,Oui,1,1
26,Mathématiques,Licence,17.59,16.0,15.39,15.695,0,13.5,4,3,Non,1,1
19,Informatique,Licence,13.21,10.08,9.04,9.559999999999999,0,10.6,3,3,Non,0,0
20,Mathématiques,Licence,14.16,12.78,12.37,12.575,1,4.8,3,2,Non,1,1
21,Informatique,Licence,14.42,14.83,16.0,15.415,0,18.7,5,2,Non,1,1
23,Informatique,Licence,15.45,15.93,16.0,15.965,1,12.1,4,3,Oui,1,1
22,Informatique,Master,17.69,16.0,16.0,16.0,2,4.2,5,4,Oui,1,1
25,Informatique,Licence,13.72,14.01,14.39,14.2,1,7.4,5,3,Non,1,1
28,Informatique,Cycle Ingénieur,15.16,15.58,16.0,15.79,0,12.2,5,4,Oui,1,1
25,Informatique,Licence,11.55,12.6,9.62,11.11,0,7.3,3,4,Oui,1,0
22,Informatique,Licence,12.39,10.57,8.78,9.675,2,3.5,2,3,Oui,0,0
22,Informatique,Master,12.55,9.0,7.82,8.41,3,0.0,2,4,Oui,0,0
21,Mathématiques,Licence,16.93,9.0,9.0,9.0,3,8.7,4,2,Oui,0,0
24,Technique,Master,13.82,13.94,13.94,13.94,2,9.6,4,4,Non,1,1
27,Mathématiques,Cycle Ingénieur,13.86,11.71,12.94,12.325,1,8.6,4,3,Oui,1,1
26,Mathématiques,Licence,17.87,16.0,16.0,16.0,1,17.5,5,4,Oui,1,1
20,Informatique,Licence,11.14,8.35,9.0,8.675,3,11.4,1,2,Non,0,0
19,Mathématiques,Licence,14.8,15.33,16.0,15.665,1,11.3,4,4,Non,1,1
26,Technique,Licence,13.98,12.06,10.7,11.379999999999999,1,0.1,2,3,Oui,1,0
30,Mathématiques,Licence,15.56,14.33,12.82,13.575,1,9.4,4,3,Non,1,1
28,Technique,Cycle Ingénieur,12.09,11.33,12.83,12.08,1,9.4,3,5,Non,1,1
24,Informatique,Master,12.2,14.45,14.31,14.379999999999999,0,10.3,4,2,Non,1,1
25,Sciences,Cycle Ingénieur,12.5,11.74,11.09,11.415,0,9.7,5,3,Non,1,1
19,Informatique,Cycle Ingénieur,13.36,13.55,10.97,12.260000000000002,0,11.7,3,3,Non,1,1
30,Mathématiques,Licence,11.17,9.0,9.0,9.0,3,3.0,1,4,Oui,0,0
24,Informatique,Master,12.66,9.95,10.0,9.975,2,1.1,2,3,Oui,0,0
26,Informatique,Cycle Ingénieur,15.46,9.0,9.0,9.0,3,10.2,3,4,Non,0,0
22,Informatique,Master,13.19,12.29,11.11,11.7,1,11.4,3,4,Oui,1,0
27,Informatique,Licence,15.66,16.0,14.28,15.14,1,11.6,4,4,Non,1,1
27,Informatique,Licence,17.87,16.0,14.91,15.455,0,9.7,5,5,Non,1,1
25,Mathématiques,Master,12.98,13.64,12.32,12.98,0,14.6,4,4,Non,1,1
21,Sciences,Master,15.27,14.72,13.78,14.25,0,6.8,3,2,Non,1,1
27,Mathématiques,Cycle Ingénieur,13.92,12.62,13.11,12.864999999999998,2,6.2,3,3,Non,1,1
23,Informatique,Master,11.89,11.61,9.86,10.735,0,6.5,3,2,Oui,1,0
30,Informatique,Master,14.75,12.75,14.66,13.705,0,14.0,4,4,Non,1,1
22,Technique,Licence,13.16,11.88,13.08,12.48,1,17.2,5,4,Non,1,1
23,Informatique,Licence,11.8,11.68,11.55,11.615,1,2.9,4,1,Oui,1,1
28,Technique,Licence,14.34,13.95,12.78,13.364999999999998,1,12.8,3,4,Oui,1,1
23,Mathématiques,Cycle Ingénieur,14.65,14.82,13.42,14.120000000000001,1,3.8,5,4,Oui,1,1
25,Informatique,Licence,15.04,9.0,9.0,9.0,4,6.5,2,4,Oui,0,0
29,Informatique,Master,13.7,15.03,15.21,15.120000000000001,1,11.3,4,3,Non,1,1
23,Sciences,Licence,16.59,16.0,15.07,15.535,0,15.3,4,4,Non,1,1
20,Informatique,Master,11.13,10.98,11.17,11.075,2,6.3,3,3,Non,1,0
25,Informatique,Master,12.01,9.0,9.0,9.0,4,10.7,4,2,Non,0,0
27,Informatique,Licence,14.18,14.63,13.89,14.260000000000002,2,12.2,5,3,Oui,1,1
30,Sciences,Licence,15.54,15.78,16.0,15.89,0,10.1,4,3,Oui,1,1
19,Informatique,Master,17.53,13.91,14.92,14.415,0,10.0,4,3,Non,1,1
20,Informatique,Licence,12.22,11.13,10.43,10.780000000000001,1,11.4,2,3,Non,1,0
19,Informatique,Master,11.53,9.0,9.0,9.0,3,10.3,3,5,Non,0,0
26,Mathématiques,Cycle Ingénieur,11.78,13.31,12.97,13.14,0,5.0,5,4,Oui,1,1
30,Sciences,Cycle Ingénieur,14.69,14.35,13.7,14.024999999999999,2,11.1,3,2,Oui,1,1
25,Informatique,Master,13.5,13.48,13.2,13.34,2,5.9,4,3,Non,1,1
20,Sciences,Master,15.5,12.64,11.24,11.940000000000001,1,12.6,3,3,Non,1,1
25,Mathématiques,Cycle Ingénieur,12.51,12.66,10.09,11.375,1,9.8,3,3,Non,1,0
24,Informatique,Licence,13.37,9.0,9.0,9.0,3,11.7,3,3,Non,0,0
27,Informatique,Licence,15.58,12.49,12.71,12.600000000000001,0,14.9,5,2,Non,1,1
22,Mathématiques,Master,15.18,14.1,13.79,13.945,1,2.2,4,4,Oui,1,1
30,Informatique,Licence,12.84,14.35,15.5,14.925,1,13.7,3,4,Non,1,1
21,Informatique,Master,17.6,16.0,16.0,16.0,0,8.6,4,2,Non,1,1
30,Sciences,Licence,17.66,16.0,15.19,15.594999999999999,1,15.6,5,3,Oui,1,1
20,Sciences,Licence,14.91,10.83,12.01,11.42,0,10.3,3,3,Oui,1,1
21,Sciences,Master,11.37,12.03,11.7,11.864999999999998,0,8.3,2,4,Non,1,1
21,Informatique,Licence,11.79,9.0,9.0,9.0,3,13.1,2,2,Non,0,0
25,Technique,Licence,13.44,9.0,9.0,9.0,3,13.1,4,3,Non,0,0
24,Informatique,Cycle Ingénieur,16.92,15.16,16.0,15.58,0,9.8,3,3,Non,1,1
30,Mathématiques,Licence,17.67,16.0,16.0,16.0,1,11.3,5,4,Non,1,1
25,Sciences,Licence,13.05,13.33,13.08,13.205,2,12.2,2,4,Non,1,1
26,Mathématiques,Licence,14.25,15.09,15.14,15.115,0,3.8,4,5,Non,1,1
24,Informatique,Cycle Ingénieur,15.62,15.89,16.0,15.945,1,15.1,5,4,Non,1,1
28,Mathématiques,Cycle Ingénieur,16.14,16.0,16.0,16.0,2,12.4,5,3,Non,1,1
30,Technique,Licence,11.5,13.85,13.68,13.765,1,8.3,4,4,Non,1,1
30,Mathématiques,Master,12.11,8.77,8.47,8.620000000000001,1,6.3,2,1,Oui,0,0
30,Mathématiques,Licence,17.6,16.0,16.0,16.0,1,9.9,3,3,Oui,1,1
26,Informatique,Master,14.85,14.4,13.51,13.955,1,3.9,4,4,Non,1,1
29,Sciences,Licence,15.82,16.0,16.0,16.0,2,13.1,3,3,Oui,1,1
29,Mathématiques,Cycle Ingénieur,15.32,9.0,9.0,9.0,4,5.9,4,4,Non,0,0
21,Mathématiques,Licence,13.94,9.0,9.0,9.0,3,5.1,3,4,Non,0,0
22,Sciences,Cycle Ingénieur,12.18,12.39,14.85,13.620000000000001,1,14.7,5,4,Non,1,1
21,Mathématiques,Licence,13.33,12.8,10.52,11.66,0,0.0,3,3,Oui,1,0
23,Sciences,Licence,11.21,9.77,10.66,10.215,1,13.6,5,5,Non,1,1
26,Sciences,Licence,11.06,9.97,9.35,9.66,2,8.6,2,2,Non,0,0
19,Informatique,Licence,16.7,9.0,9.0,9.0,3,14.8,4,3,Non,0,0
21,Mathématiques,Master,13.83,9.0,9.0,9.0,3,2.1,2,4,Non,0,0
21,Sciences,Licence,15.42,15.31,12.81,14.06,1,12.9,4,3,Non,1,1
30,Mathématiques,Licence,11.65,12.46,16.0,14.23,0,14.6,5,5,Oui,1,1
28,Informatique,Cycle Ingénieur,11.69,10.13,8.97,9.55,0,10.4,2,3,Oui,0,0
22,Sciences,Cycle Ingénieur,11.7,14.15,14.09,14.120000000000001,0,14.4,5,4,Non,1,1
20,Technique,Cycle Ingénieur,14.14,16.0,15.1,15.55,1,7.3,4,4,Non,1,1
25,Informatique,Licence,12.74,13.78,12.66,13.219999999999999,0,6.7,3,3,Non,1,1
25,Informatique,Licence,16.41,16.0,13.18,14.59,0,6.7,4,4,Non,1,1
23,Technique,Licence,17.7,15.6,14.56,15.08,2,7.2,5,4,Non,1,1
19,Informatique,Cycle Ingénieur,11.17,9.0,9.0,9.0,3,4.4,2,3,Non,0,0
28,Informatique,Cycle Ingénieur,16.89,16.0,16.0,16.0,1,15.9,5,4,Non,1,1
19,Mathématiques,Master,14.96,9.0,9.0,9.0,3,8.7,2,3,Oui,0,0
23,Informatique,Master,16.93,16.0,16.0,16.0,0,14.4,4,3,Non,1,1
23,Mathématiques,Licence,13.45,11.42,10.07,10.745000000000001,1,13.7,4,2,Non,1,0
29,Sciences,Master,12.75,9.0,9.0,9.0,4,4.3,2,2,Non,0,0
19,Informatique,Licence,14.09,11.32,10.14,10.73,0,14.1,3,3,Non,1,0
20,Informatique,Licence,15.87,9.0,9.0,9.0,3,0.0,2,3,Non,0,0
19,Sciences,Licence,13.27,10.6,8.33,9.465,1,0.4,3,3,Oui,0,0
28,Technique,Master,11.55,11.85,12.53,12.19,0,11.0,4,5,Non,1,1
24,Informatique,Cycle Ingénieur,15.97,15.59,16.0,15.795,0,13.1,4,5,Non,1,1
25,Sciences,Licence,12.34,11.68,11.4,11.54,2,12.6,3,4,Non,1,1
19,Informatique,Master,15.3,12.23,13.05,12.64,0,13.7,4,3,Non,1,1
25,Technique,Licence,11.66,9.06,10.38,9.72,2,3.9,3,1,Oui,0,0
21,Technique,Licence,13.06,13.48,10.79,12.135,0,10.6,2,3,Non,1,0
23,Sciences,Licence,11.38,9.7,9.98,9.84,2,10.5,2,4,Non,0,0
24,Mathématiques,Licence,16.84,9.0,9.0,9.0,4,13.2,3,5,Oui,0,0
22,Informatique,Cycle Ingénieur,16.8,15.61,16.0,15.805,2,6.9,4,4,Oui,1,1
30,Informatique,Licence,11.01,9.09,7.86,8.475,0,9.1,1,2,Oui,0,0
22,Informatique,Master,11.1,12.49,15.55,14.02,0,12.3,4,3,Non,1,1
29,Mathématiques,Master,13.48,13.88,14.2,14.04,2,8.0,4,3,Oui,1,1
22,Sciences,Licence,16.15,9.0,9.0,9.0,4,0.0,3,5,Non,0,0
19,Mathématiques,Master,12.45,11.42,10.58,11.0,0,7.0,4,2,Oui,1,0
21,Informatique,Licence,11.74,11.45,7.21,9.33,1,10.8,1,3,Non,0,0
23,Sciences,Licence,15.09,14.05,16.0,15.025,0,8.2,5,4,Non,1,1
25,Mathématiques,Licence,11.18,10.82,10.07,10.445,0,11.7,2,2,Non,1,0
20,Informatique,Master,14.71,13.06,10.63,11.845,1,4.5,3,4,Non,1,0
23,Informatique,Cycle Ingénieur,13.54,13.64,13.6,13.620000000000001,0,15.1,3,3,Oui,1,1
19,Sciences,Cycle Ingénieur,14.09,12.52,14.41,13.465,0,12.7,3,4,Oui,1,1
25,Informatique,Master,13.44,9.87,9.3,9.585,0,10.1,2,4,Oui,0,0
20,Mathématiques,Master,12.74,14.26,12.25,13.254999999999999,1,12.5,4,4,Non,1,1
22,Mathématiques,Licence,11.51,11.52,14.4,12.96,1,14.8,3,3,Non,1,1
29,Informatique,Licence,13.18,14.17,15.14,14.655000000000001,1,6.5,4,4,Non,1,1
28,Technique,Cycle Ingénieur,12.1,11.43,12.25,11.84,0,6.3,3,1,Oui,1,1
26,Mathématiques,Licence,16.54,16.0,14.37,15.184999999999999,2,10.3,3,3,Non,1,1
28,Mathématiques,Master,11.45,11.02,12.36,11.69,2,9.0,2,4,Non,1,1
22,Sciences,Licence,14.45,13.26,14.25,13.754999999999999,2,6.8,4,3,Non,1,1
29,Informatique,Cycle Ingénieur,17.8,16.0,16.0,16.0,0,4.4,4,4,Oui,1,1
23,Sciences,Licence,13.71,9.0,9.0,9.0,3,0.7,2,3,Non,0,0
21,Informatique,Master,16.9,9.0,9.0,9.0,3,10.9,2,3,Non,0,0
26,Informatique,Licence,11.15,11.77,12.12,11.945,0,0.0,3,2,Non,1,1
23,Mathématiques,Master,13.91,13.93,10.98,12.455,1,8.4,4,4,Non,1,1
28,Mathématiques,Master,17.31,9.0,9.0,9.0,3,1.4,3,2,Non,0,0
19,Informatique,Licence,16.21,16.0,16.0,16.0,1,7.5,5,3,Oui,1,1
26,Informatique,Licence,11.99,9.81,13.72,11.765,1,11.4,5,3,Non,1,1
22,Informatique,Licence,13.19,13.02,14.97,13.995000000000001,1,6.5,4,4,Non,1,1
19,Sciences,Licence,11.77,10.69,8.77,9.73,2,11.9,2,3,Non,0,0
22,Informatique,Master,16.2,16.0,16.0,16.0,2,13.8,4,3,Non,1,1
24,Mathématiques,Cycle Ingénieur,17.76,16.0,14.27,15.135,0,10.1,3,5,Non,1,1
28,Informatique,Licence,14.36,11.61,11.6,11.605,0,10.9,3,3,Non,1,1
20,Informatique,Licence,16.45,16.0,14.93,15.465,0,8.4,5,5,Oui,1,1
30,Mathématiques,Master,14.2,14.79,14.05,14.42,0,9.0,5,4,Non,1,1
27,Informatique,Licence,13.18,15.34,13.64,14.49,2,13.4,3,4,Non,1,1
27,Informatique,Licence,17.53,15.89,15.44,15.665,1,7.8,5,3,Oui,1,1
19,Informatique,Master,11.49,9.77,10.58,10.175,0,9.0,4,5,Non,1,1
20,Informatique,Cycle Ingénieur,13.49,11.76,13.11,12.434999999999999,1,7.3,4,4,Non,1,1
25,Informatique,Master,14.25,12.28,12.53,12.405,1,9.3,2,4,Non,1,1
30,Informatique,Licence,11.29,9.86,9.72,9.79,0,12.8,4,4,Non,0,0
20,Sciences,Licence,11.27,9.0,9.0,9.0,3,7.1,2,3,Non,0,0
21,Technique,Licence,17.51,16.0,16.0,16.0,0,13.6,5,4,Non,1,1
28,Mathématiques,Cycle Ingénieur,15.16,15.9,15.62,15.76,0,11.1,5,3,Non,1,1
25,Informatique,Cycle Ingénieur,15.17,11.43,10.48,10.955,1,13.5,3,2,Non,1,0
21,Informatique,Master,17.86,16.0,16.0,16.0,1,14.9,5,3,Non,1,1
23,Mathématiques,Licence,17.97,16.0,16.0,16.0,2,12.4,5,3,Oui,1,1
19,Sciences,Master,16.71,16.0,16.0,16.0,0,8.1,5,4,Non,1,1
24,Mathématiques,Cycle Ingénieur,17.09,13.45,13.13,13.29,0,2.8,3,5,Oui,1,1
28,Mathématiques,Licence,15.85,16.0,15.18,15.59,1,7.2,4,3,Non,1,1
20,Sciences,Master,12.83,8.3,8.12,8.21,2,9.1,3,3,Oui,0,0
24,Sciences,Licence,17.55,9.0,9.0,9.0,3,5.9,2,3,Non,0,0
25,Technique,Master,12.51,12.96,14.11,13.535,2,10.3,4,4,Non,1,1
22,Informatique,Licence,13.9,9.0,9.0,9.0,3,4.5,3,3,Non,0,0
27,Technique,Master,11.0,11.46,11.05,11.255,0,4.5,5,2,Non,1,1
23,Sciences,Licence,11.14,9.89,13.24,11.565000000000001,0,11.0,5,5,Non,1,1
